Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2022-11-08,Honda,Sedan,Blue,2021,48998.69,76350.0,1.6,39.1,Charlie
2022-11-09,BMW,Coupe,White,2018,40158.22,51079.0,1.6,26.7,Charlie
2022-11-10,Kia,Hatchback,Silver,2020,29269.59,55677.0,1.6,31.3,Eva
2022-11-11,Toyota,Truck,Black,2022,44019.29,41126.0,2.0,28.1,Charlie
2022-11-12,Chevrolet,Hatchback,White,2022,41989.61,46034.0,4.0,27.9,Eva
2022-11-13,Audi,Van,Black,2020,53574.49,11602.0,4.0,23.9,Alice
2022-11-14,Kia,SUV,Blue,2017,59930.56,67292.0,2.0,30.7,Bob
2022-11-15,Nissan,Van,White,2015,78699.53,43245.0,1.6,37.0,Bob
2022-11-16,Hyundai,Van,White,2019,63703.17,81677.0,3.0,21.0,David
2022-11-17,BMW,SUV,Gray,2020,58624.91,19629.0,3.5,37.8,David
2022-11-18,Toyota,Hatchback,Blue,2016,40105.55,20506.0,4.0,33.3,Alice
2022-11-19,BMW,Coupe,Blue,2017,22070.23,64576.0,2.5,32.3,Bob
2022-11-20,BMW,SUV,Red,2020,37287.51,84600.0,3.5,32.5,David
2022-11-21,BMW,SUV,Silver,2020,66106.87,47220.0,2.5,25.9,Charlie
2022-11-22,Audi,Truck,White,2017,32316.32,72695.0,2.5,28.3,Eva
2022-11-23,BMW,Hatchback,White,2017,62731.29,99933.0,1.6,36.0,David
2022-11-24,Nissan,SUV,Green,2018,54786.79,99027.0,2.5,26.1,Alice
2022-11-25,Honda,Coupe,Blue,2020,30311.41,74434.0,1.6,29.4,Bob
2022-11-26,Chevrolet,Sedan,Blue,2019,35697.49,73959.0,2.0,20.4,Alice
2022-11-27,Kia,Hatchback,Silver,2016,49778.22,24762.0,3.0,34.7,Eva
2022-11-28,Nissan,Truck,Blue,2015,45102.48,83354.0,2.5,28.4,Eva
2022-11-29,Kia,Van,Black,2015,66713.83,40510.0,3.0,30.5,Alice
2022-11-30,Chevrolet,SUV,Black,2019,64064.28,96199.0,1.6,22.3,David
2022-12-01,Honda,Coupe,Gray,2022,54474.47,8143.0,2.5,39.8,David
2022-12-02,Mercedes,Hatchback,Black,2017,69336.48,43584.0,3.5,26.0,Bob
2022-12-03,Kia,Coupe,Black,2017,53760.17,55584.0,2.0,32.7,Bob
2022-12-04,Kia,Coupe,Silver,2022,77863.36,40516.0,4.0,31.6,Charlie
2022-12-05,Honda,Van,White,2017,33033.45,21058.0,2.0,35.7,Charlie
2022-12-06,Toyota,Truck,Black,2022,62847.92,59299.0,2.5,25.9,Bob
2022-12-07,Nissan,Hatchback,Gray,2020,42196.65,75592.0,2.0,35.1,Charlie
2022-12-08,Toyota,SUV,Blue,2022,36737.97,64484.0,4.0,27.7,Alice
2022-12-09,Toyota,Truck,Black,2017,30823.25,23445.0,3.5,28.2,David
2022-12-10,Toyota,SUV,Gray,2017,53150.21,73161.0,3.0,33.5,Charlie
2022-12-11,BMW,Sedan,Silver,2020,32928.17,25690.0,3.5,35.7,Charlie
2022-12-12,Hyundai,Coupe,Green,2022,32021.05,17520.0,2.0,33.3,Alice
2022-12-13,Kia,Sedan,Green,2020,79431.91,69067.0,4.0,38.0,Eva
2022-12-14,Toyota,Coupe,Green,2019,68104.85,84279.0,3.0,25.7,Bob
2022-12-15,Nissan,Van,Blue,2018,64896.61,48154.0,4.0,38.0,Alice
2022-12-16,Hyundai,Truck,Gray,2020,67643.64,53139.0,3.5,22.6,Eva
2022-12-17,Hyundai,SUV,Black,2016,78135.37,30275.0,1.6,33.2,Alice
2022-12-18,Toyota,Van,White,2017,54396.6,49462.0,1.6,31.0,David
2022-12-19,Audi,SUV,Blue,2018,33214.63,13198.0,3.0,29.9,Alice
2022-12-20,Toyota,Truck,Blue,2015,71732.58,95583.0,3.0,26.2,Alice
2022-12-21,Audi,Hatchback,Green,2019,64563.84,80036.0,3.0,30.1,David
2022-12-22,Toyota,Sedan,White,2022,44858.5,66797.0,1.6,23.2,Bob
2022-12-23,Nissan,Sedan,Green,2018,48414.17,53819.0,3.5,27.4,Eva
2022-12-24,Audi,SUV,Blue,2020,44675.14,79217.0,3.0,22.0,Charlie
2022-12-25,BMW,SUV,Black,2017,75796.53,49476.0,1.6,31.4,Bob
2022-12-26,Hyundai,SUV,Green,2017,40611.9,29997.0,3.0,21.9,Alice
2022-12-27,Toyota,Truck,Green,2017,77809.06,16037.0,3.0,23.2,Charlie
2022-12-28,Hyundai,Hatchback,Green,2018,74616.31,64759.0,4.0,21.7,David
2022-12-29,Toyota,Sedan,Blue,2017,57831.27,92943.0,3.0,27.6,Bob
2022-12-30,Kia,Van,Black,2020,54789.31,15362.0,1.6,36.8,Eva
2022-12-31,Kia,Coupe,White,2022,42205.36,18002.0,3.5,38.1,Bob
2023-01-01,Ford,Truck,Red,2018,21100.3,43361.0,1.6,21.4,Bob
2023-01-02,Toyota,Sedan,White,2017,27657.39,80690.0,1.6,32.7,Charlie
2023-01-03,Ford,Hatchback,Black,2015,65253.88,29392.0,3.0,33.7,David
2023-01-04,Honda,Truck,Silver,2015,48292.41,25391.0,4.0,30.7,David
2023-01-05,Honda,Van,Green,2016,28990.29,61997.0,2.5,33.3,Bob
2023-01-06,Hyundai,Sedan,White,2017,35837.65,53561.0,2.5,24.7,David
2023-01-07,Audi,Truck,Silver,2017,76870.21,6022.0,2.5,29.8,Charlie
2023-01-08,Toyota,Sedan,Silver,2018,42027.97,8149.0,1.6,27.8,Charlie
2023-01-09,Chevrolet,Sedan,Black,2018,74460.92,64301.0,3.0,21.8,Eva
2023-01-10,Toyota,Hatchback,Black,2021,38278.15,46512.0,2.5,32.5,David
2023-01-11,Toyota,Coupe,Green,2022,52593.21,97098.0,2.0,29.9,Eva
2023-01-12,Chevrolet,Hatchback,Red,2017,21228.63,67853.0,2.0,25.5,Alice
2023-01-13,Honda,Sedan,Gray,2016,51312.51,1007.0,2.0,29.5,Charlie
2023-01-14,Ford,Truck,Blue,2022,58216.52,48102.0,3.5,35.5,Bob
2023-01-15,Hyundai,Van,White,2017,34058.31,41445.0,3.0,36.0,Charlie
2023-01-16,Honda,Hatchback,Black,2022,54736.23,10671.0,1.6,33.0,Alice
2023-01-17,Chevrolet,Coupe,White,2020,58830.07,92321.0,1.6,29.4,Bob
2023-01-18,Toyota,Sedan,Gray,2018,61213.16,80501.0,3.0,31.5,David
2023-01-19,Honda,Van,Gray,2017,66584.2,23009.0,4.0,27.7,David
2023-01-20,Nissan,Hatchback,Green,2022,38680.35,25598.0,4.0,22.5,Charlie
2023-01-21,Kia,Hatchback,Silver,2018,54066.62,3202.0,3.5,27.7,Bob
2023-01-22,Toyota,Hatchback,Green,2017,78894.74,29672.0,3.0,30.6,Bob
2023-01-23,Mercedes,Hatchback,Blue,2019,73888.65,58462.0,4.0,32.0,Eva
2023-01-24,Chevrolet,Van,Red,2018,77159.93,42084.0,3.5,38.7,Alice
2023-01-25,BMW,Truck,White,2022,43168.18,96926.0,2.5,35.5,David
2023-01-26,Audi,Coupe,Blue,2016,67215.69,5608.0,2.5,23.0,Charlie
2023-01-27,BMW,Coupe,Red,2019,57193.88,59143.0,3.5,23.5,Bob
2023-01-28,Honda,Sedan,White,2020,24964.1,85831.0,3.0,22.0,David
2023-01-29,Toyota,SUV,Blue,2017,69438.82,48074.0,2.5,34.8,Charlie
2023-01-30,Audi,Truck,Black,2021,60626.08,296.0,3.0,34.1,David
2023-01-31,Audi,Sedan,White,2020,31935.04,24280.0,4.0,39.7,Charlie
2023-02-01,Hyundai,Sedan,Blue,2018,24784.31,32377.0,2.5,30.4,David
2023-02-02,BMW,Hatchback,Gray,2019,70221.33,96599.0,4.0,36.5,Eva
2023-02-03,Toyota,SUV,Red,2020,24734.11,91177.0,3.0,31.5,Alice
2023-02-04,Hyundai,SUV,Blue,2016,25481.23,94917.0,3.0,37.5,David
2023-02-05,Ford,Truck,Black,2021,45644.5,82576.0,2.0,34.4,Alice
2023-02-06,BMW,SUV,Green,2018,28087.87,35165.0,3.5,32.9,David
2023-02-07,Kia,Sedan,White,2019,74820.18,90588.0,1.6,31.3,Bob
2023-02-08,Kia,SUV,White,2020,48217.04,98168.0,3.5,34.5,Eva
2023-02-09,Hyundai,SUV,White,2019,54149.06,35007.0,3.0,28.4,Eva
2023-02-10,Ford,Coupe,Black,2019,75686.37,26056.0,3.0,21.9,Alice
2023-02-11,Nissan,Sedan,Red,2020,51815.79,54692.0,3.5,20.8,Bob
2023-02-12,Nissan,Van,White,2015,41215.47,18715.0,3.0,29.6,Charlie
2023-02-13,Kia,SUV,Red,2017,67829.31,3262.0,4.0,32.0,Eva
2023-02-14,Mercedes,SUV,Blue,2022,46571.01,94583.0,2.5,21.6,Bob
2023-02-15,Chevrolet,Hatchback,Gray,2018,39108.17,92574.0,3.0,25.7,Bob
2023-02-16,Chevrolet,SUV,Gray,2018,63393.77,16265.0,3.5,26.4,Alice
2023-02-17,Mercedes,SUV,Red,2021,68096.34,40774.0,3.5,31.3,Bob
2023-02-18,Hyundai,Coupe,Red,2021,67502.97,83104.0,3.5,25.6,Bob
2023-02-19,Chevrolet,Sedan,Gray,2021,78660.46,66100.0,2.0,21.9,Charlie
2023-02-20,Chevrolet,Truck,White,2018,67200.02,39479.0,4.0,23.3,Alice
2023-02-21,BMW,Sedan,Silver,2019,66196.01,74417.0,4.0,23.5,Alice
2023-02-22,BMW,Hatchback,Silver,2021,71449.12,89705.0,2.0,36.9,Bob
2023-02-23,Mercedes,Sedan,Black,2020,20011.11,92616.0,4.0,25.7,Charlie
2023-02-24,Toyota,SUV,Green,2017,41745.88,37885.0,2.0,34.3,David
2023-02-25,Ford,Hatchback,Gray,2016,64256.19,17356.0,4.0,31.4,Eva
2023-02-26,Hyundai,Sedan,Gray,2018,55983.14,91284.0,2.0,39.5,Alice
2023-02-27,BMW,Hatchback,Black,2020,30654.32,9256.0,2.0,25.5,Charlie
2023-02-28,BMW,Truck,Silver,2017,38223.99,72169.0,4.0,23.2,Charlie
2023-03-01,Nissan,Sedan,Blue,2017,40207.56,14050.0,2.0,21.0,Bob
2023-03-02,Ford,Van,White,2015,54069.69,38939.0,4.0,24.8,Eva
2023-03-03,Nissan,SUV,White,2022,69895.9,41156.0,2.0,33.7,Alice
2023-03-04,Toyota,Hatchback,Blue,2020,75949.51,15876.0,3.5,21.7,David
2023-03-05,Ford,Van,Blue,2018,65005.54,92268.0,1.6,24.9,Bob
2023-03-06,Chevrolet,Van,Silver,2021,70577.02,267.0,4.0,37.1,Alice
2023-03-07,Nissan,Coupe,Black,2019,48205.76,89381.0,2.0,31.7,Alice
2023-03-08,Kia,Hatchback,Blue,2021,43386.52,88383.0,3.5,21.4,Charlie
2023-03-09,Hyundai,Van,Black,2017,43562.51,31696.0,1.6,21.0,Eva
2023-03-10,Chevrolet,Coupe,Green,2017,56962.31,70428.0,2.0,21.2,David
2023-03-11,Ford,Van,Red,2016,27454.2,25281.0,1.6,38.8,Eva
2023-03-12,Kia,SUV,White,2021,54769.65,75877.0,4.0,37.0,Charlie
2023-03-13,Toyota,Truck,Silver,2022,59907.97,56112.0,1.6,36.9,David
2023-03-14,Kia,Coupe,White,2022,46334.52,30023.0,2.5,38.5,David
2023-03-15,BMW,Truck,Silver,2015,77190.03,40023.0,3.0,30.1,Bob
2023-03-16,Mercedes,Hatchback,Red,2022,56492.8,68989.0,2.5,24.9,David
2023-03-17,Kia,SUV,White,2017,33199.97,90610.0,4.0,28.0,Alice
2023-03-18,Audi,Coupe,Red,2017,48752.98,13073.0,4.0,34.4,Eva
2023-03-19,Toyota,Hatchback,Silver,2022,60524.27,57136.0,1.6,37.5,Eva
2023-03-20,Chevrolet,Van,Blue,2019,39417.75,25373.0,3.5,28.7,Bob
2023-03-21,Nissan,Sedan,Green,2019,24778.5,80137.0,2.0,30.7,David
2023-03-22,Honda,Hatchback,White,2022,55006.14,7024.0,3.0,38.6,Charlie
2023-03-23,Toyota,Truck,Red,2016,76872.21,68896.0,2.0,22.1,Alice
2023-03-24,Audi,SUV,Gray,2020,49104.32,17495.0,3.5,37.2,Bob
2023-03-25,BMW,SUV,White,2016,74366.54,59639.0,4.0,23.2,David
2023-03-26,Nissan,Hatchback,White,2016,70101.42,83569.0,3.0,29.7,Charlie
2023-03-27,Hyundai,Van,White,2022,28844.77,75508.0,2.5,24.4,David
2023-03-28,Honda,Sedan,Black,2019,62490.2,75294.0,4.0,32.1,Bob
2023-03-29,Kia,Truck,Red,2021,46127.93,51785.0,4.0,31.2,Charlie
2023-03-30,Audi,Hatchback,Red,2021,35014.78,89075.0,1.6,27.6,Charlie
2023-03-31,Kia,Hatchback,White,2022,61216.3,58811.0,3.5,37.3,Charlie
2023-04-01,Hyundai,SUV,Blue,2021,64559.64,91752.0,1.6,33.2,Charlie
2023-04-02,Toyota,Truck,White,2020,30793.78,54652.0,1.6,34.4,David
2023-04-03,Mercedes,Sedan,Black,2019,74866.68,50597.0,2.0,23.0,Charlie
2023-04-04,Audi,SUV,Silver,2022,65068.83,22235.0,4.0,37.7,David
2023-04-05,Ford,Hatchback,Black,2015,76002.53,54479.0,3.5,23.3,Charlie
2023-04-06,Chevrolet,SUV,Blue,2018,39024.39,14058.0,1.6,24.5,Charlie
2023-04-07,Ford,SUV,White,2018,76360.1,86969.0,2.5,22.6,Bob
2023-04-08,Mercedes,Coupe,Red,2022,42111.06,67589.0,3.0,28.8,David
2023-04-09,Hyundai,SUV,Green,2022,23238.19,99364.0,3.5,37.8,David
2023-04-10,Ford,Van,Gray,2015,65778.16,9210.0,2.0,25.0,Eva
2023-04-11,BMW,SUV,White,2021,62210.49,24067.0,3.5,27.5,Bob
2023-04-12,Audi,Van,Blue,2018,55874.66,87716.0,4.0,36.9,David
2023-04-13,BMW,Truck,Red,2020,49393.62,39525.0,2.0,32.4,Bob
2023-04-14,Honda,SUV,Black,2022,21929.92,46630.0,3.0,35.0,Bob
2023-04-15,Mercedes,Sedan,Silver,2019,57475.84,86065.0,2.5,24.3,Bob
2023-04-16,Honda,Van,Silver,2018,45010.08,52182.0,1.6,34.3,Alice
2023-04-17,Honda,Van,Green,2020,53612.56,19348.0,3.5,24.6,David
2023-04-18,Honda,Hatchback,White,2019,45759.28,89203.0,2.0,39.7,Bob
2023-04-19,Toyota,Truck,Black,2022,77963.37,3106.0,3.0,31.2,Alice
2023-04-20,Toyota,SUV,Green,2020,56246.53,89540.0,1.6,33.9,Alice
2023-04-21,Mercedes,Sedan,Gray,2015,64954.18,5052.0,3.0,22.4,Charlie
2023-04-22,Nissan,Hatchback,Gray,2022,76180.82,66585.0,2.5,25.0,Charlie
2023-04-23,Ford,Truck,Green,2016,55495.96,7168.0,1.6,22.8,David
2023-04-24,Toyota,Van,Blue,2015,20723.75,70621.0,1.6,27.8,Charlie
2023-04-25,Kia,Sedan,Silver,2018,22057.5,3397.0,1.6,25.7,David
2023-04-26,BMW,SUV,Black,2019,62140.31,84246.0,2.0,34.7,Alice
2023-04-27,Toyota,Coupe,White,2020,36745.11,46594.0,1.6,22.2,Alice
2023-04-28,Hyundai,Coupe,Red,2018,54762.78,9345.0,3.0,35.0,David
2023-04-29,Honda,Truck,White,2018,32136.63,70682.0,2.0,20.9,Charlie
2023-04-30,Toyota,Sedan,White,2022,36214.93,48929.0,1.6,24.0,Charlie
2023-05-01,Mercedes,Hatchback,Black,2016,50278.46,19095.0,3.0,35.8,David
2023-05-02,BMW,Sedan,Silver,2021,78534.17,1567.0,3.0,34.9,Eva
2023-05-03,BMW,Van,Black,2018,56976.23,41800.0,3.5,29.5,Charlie
2023-05-04,Nissan,Coupe,Red,2016,76168.89,8563.0,3.0,21.0,Bob
2023-05-05,Chevrolet,Truck,Green,2019,77562.79,9417.0,4.0,32.2,Charlie
2023-05-06,Chevrolet,SUV,Black,2019,32486.6,26733.0,2.5,28.1,Eva
2023-05-07,Ford,Sedan,Blue,2020,38671.62,63046.0,1.6,26.3,Alice
2023-05-08,Kia,Coupe,White,2021,66199.54,52991.0,1.6,32.8,Alice
2023-05-09,Audi,Hatchback,Silver,2016,72005.84,6899.0,1.6,28.7,Alice
2023-05-10,Mercedes,Truck,Gray,2015,51153.6,96843.0,3.0,21.8,Charlie
2023-05-11,Hyundai,SUV,Red,2019,79593.56,88717.0,3.0,38.3,Alice
2023-05-12,Toyota,Sedan,Gray,2022,20694.33,25923.0,1.6,35.6,Eva
2023-05-13,Mercedes,Hatchback,White,2021,37975.56,12234.0,4.0,21.1,Eva
2023-05-14,Kia,SUV,Black,2020,57389.71,94240.0,2.0,30.5,Charlie
2023-05-15,Chevrolet,Van,Gray,2015,48157.39,46114.0,2.0,21.7,Bob
2023-05-16,Mercedes,Coupe,Blue,2019,26996.18,31117.0,2.5,36.7,Charlie
2023-05-17,Toyota,Van,Black,2019,42067.23,49036.0,3.5,32.3,Alice
2023-05-18,Nissan,Coupe,White,2020,21526.83,77274.0,2.5,23.4,Charlie
2023-05-19,Ford,Hatchback,Gray,2020,58564.76,16839.0,1.6,20.4,Eva
2023-05-20,Nissan,Van,Green,2017,73564.55,76750.0,1.6,20.6,Charlie
2023-05-21,Chevrolet,Coupe,Red,2022,73092.45,74945.0,1.6,30.1,Charlie
2023-05-22,Honda,Truck,Gray,2018,61972.67,53935.0,3.5,34.7,Bob
2023-05-23,Chevrolet,Hatchback,Green,2018,47946.21,86584.0,3.0,22.4,Eva
2023-05-24,Ford,Coupe,Green,2015,50721.9,13214.0,3.5,24.4,David
2023-05-25,Toyota,Sedan,Gray,2018,28215.13,59548.0,2.5,26.5,David
2023-05-26,Kia,Coupe,Silver,2015,40461.03,44934.0,3.0,24.4,Eva
2023-05-27,Audi,Van,Gray,2021,31263.68,42229.0,3.0,27.8,David
2023-05-28,Nissan,Truck,White,2019,69272.01,25256.0,2.5,31.2,Alice
2023-05-29,Chevrolet,SUV,Green,2017,74885.23,37228.0,3.0,33.7,David
2023-05-30,Kia,SUV,Red,2017,52215.4,10815.0,2.0,39.3,Alice
2023-05-31,Nissan,Coupe,White,2022,63665.84,25160.0,2.5,38.6,Eva
2023-06-01,Chevrolet,SUV,Blue,2022,27287.89,27197.0,2.5,31.4,David
2023-06-02,Ford,Coupe,Black,2019,56512.08,72067.0,2.0,34.7,David
2023-06-03,Nissan,Truck,Gray,2020,62167.46,4855.0,3.5,39.0,Alice
2023-06-04,Chevrolet,SUV,Silver,2022,47166.09,65119.0,3.5,21.7,Alice
2023-06-05,Toyota,Van,Red,2022,34596.39,22141.0,3.5,20.1,Charlie
2023-06-06,Ford,Van,Silver,2016,72642.47,8186.0,3.0,20.6,Bob
2023-06-07,Kia,Sedan,Silver,2016,64574.52,30081.0,2.0,31.3,David
2023-06-08,Kia,Coupe,Silver,2018,73991.44,22447.0,2.5,35.3,Bob
2023-06-09,Audi,SUV,Gray,2020,69104.16,55203.0,2.5,27.3,Bob
2023-06-10,Mercedes,Van,Red,2015,79422.47,35738.0,2.5,30.9,David
2023-06-11,Honda,Truck,Red,2021,31530.36,96599.0,3.0,30.3,Alice
2023-06-12,Toyota,Truck,Green,2017,25204.87,96355.0,3.0,21.9,Charlie
2023-06-13,Ford,Sedan,Silver,2018,40220.17,44372.0,4.0,26.4,Eva
2023-06-14,Nissan,Truck,Green,2022,27740.25,79509.0,3.5,20.4,David
2023-06-15,Kia,Truck,Green,2019,51387.81,1327.0,4.0,22.2,David
2023-06-16,Toyota,SUV,Black,2020,57981.73,54781.0,4.0,36.2,Eva
2023-06-17,Ford,Coupe,Gray,2022,54697.32,74330.0,3.0,36.6,Bob
2023-06-18,Ford,Hatchback,Gray,2017,35554.41,21694.0,3.5,36.0,Charlie
2023-06-19,Nissan,Truck,White,2015,74529.44,6117.0,3.5,34.5,Bob
2023-06-20,Ford,Truck,Green,2015,21270.34,15592.0,2.5,35.9,Eva
2023-06-21,Hyundai,Hatchback,Gray,2016,40880.8,44185.0,3.0,33.4,Eva
2023-06-22,Toyota,Truck,Silver,2018,63139.55,50637.0,3.5,33.4,Charlie
2023-06-23,Chevrolet,SUV,Blue,2022,66015.74,38089.0,4.0,33.3,Eva
2023-06-24,Kia,SUV,Silver,2019,44967.11,43997.0,2.0,30.3,Eva
2023-06-25,Kia,Hatchback,Red,2017,21014.59,47023.0,2.0,27.3,Charlie
2023-06-26,Chevrolet,Van,Gray,2022,57082.62,76944.0,3.0,34.6,David
2023-06-27,Toyota,Truck,Gray,2021,23785.68,10524.0,2.5,26.0,Bob
2023-06-28,Honda,Van,White,2015,26471.35,76895.0,2.5,30.9,David
2023-06-29,Toyota,Truck,Green,2022,59015.04,68863.0,3.5,28.7,David
2023-06-30,BMW,Coupe,Blue,2017,38749.3,74166.0,3.0,25.5,Bob
2023-07-01,Ford,Truck,Gray,2019,40881.81,73447.0,2.0,39.5,David
2023-07-02,Mercedes,SUV,White,2017,49208.42,47059.0,4.0,25.2,Charlie
2023-07-03,Nissan,Sedan,White,2018,78714.7,21140.0,3.5,26.2,Bob
2023-07-04,Hyundai,Sedan,Blue,2016,77926.53,53663.0,4.0,23.2,Alice
2023-07-05,Mercedes,Sedan,Silver,2017,44975.66,95798.0,3.5,36.5,David
2023-07-06,Chevrolet,Sedan,Silver,2020,35929.95,58853.0,1.6,31.7,Eva
2023-07-07,Nissan,Van,Silver,2022,38155.53,1105.0,4.0,32.3,Bob
2023-07-08,Nissan,Van,Black,2016,36126.88,5971.0,3.0,36.4,Alice
2023-07-09,Nissan,Truck,Green,2019,51934.75,99286.0,4.0,26.9,Eva
2023-07-10,Kia,Van,Green,2016,56411.59,7195.0,4.0,23.9,Alice
2023-07-11,Hyundai,Truck,Silver,2017,49326.76,4605.0,3.5,24.0,David
2023-07-12,Kia,Coupe,Blue,2017,44479.66,35302.0,2.0,34.7,Eva
2023-07-13,Ford,Truck,Black,2020,32677.1,96932.0,1.6,32.3,David
2023-07-14,BMW,Sedan,Green,2015,48950.34,31868.0,4.0,24.1,Eva
2023-07-15,Audi,Hatchback,Silver,2022,40466.16,40988.0,2.0,22.9,Bob
2023-07-16,Hyundai,Hatchback,Black,2020,52495.73,63408.0,2.5,22.4,Charlie
2023-07-17,Mercedes,SUV,Blue,2017,60511.36,2411.0,1.6,32.6,Charlie
2023-07-18,Ford,SUV,Silver,2021,57998.73,89776.0,1.6,20.0,Alice
2023-07-19,Toyota,Truck,Red,2016,47749.41,51944.0,3.5,20.4,Eva
2023-07-20,Chevrolet,Hatchback,Gray,2020,53363.15,46681.0,4.0,27.8,David
2023-07-21,BMW,Sedan,Blue,2020,37091.37,86073.0,2.5,33.8,Bob
2023-07-22,Ford,Van,White,2022,21454.42,95308.0,3.5,33.9,Bob
2023-07-23,Toyota,Sedan,White,2021,57501.17,42343.0,3.0,28.6,Bob
2023-07-24,BMW,Sedan,Blue,2021,35154.11,17244.0,2.0,33.8,Charlie
2023-07-25,Toyota,Truck,White,2021,60137.22,81571.0,2.0,30.4,David
2023-07-26,Hyundai,Truck,Green,2022,64820.51,40326.0,3.5,39.5,Bob
2023-07-27,Toyota,Coupe,Blue,2015,74955.66,93555.0,2.0,23.2,Bob
2023-07-28,BMW,Sedan,Red,2017,77487.37,94990.0,4.0,32.0,Alice
2023-07-29,Toyota,Sedan,Blue,2017,20631.56,11483.0,2.0,29.8,Eva
2023-07-30,Mercedes,Truck,Silver,2019,79422.45,95655.0,4.0,23.9,Eva
2023-07-31,Ford,Truck,Silver,2022,60981.1,36827.0,3.0,35.0,Eva
2023-08-01,BMW,Coupe,Black,2015,58611.45,64625.0,2.5,25.5,Alice
2023-08-02,Mercedes,Coupe,White,2019,20912.79,3475.0,1.6,27.6,Charlie
2023-08-03,Toyota,SUV,Gray,2019,71674.0,88888.0,3.5,27.5,Alice
2023-08-04,Toyota,Hatchback,White,2019,28729.49,64160.0,3.5,24.9,Bob
2023-08-05,Nissan,Sedan,Green,2022,70239.81,64355.0,4.0,28.6,David
2023-08-06,BMW,Sedan,Blue,2018,20933.75,90218.0,3.0,29.5,Bob
2023-08-07,Hyundai,Coupe,Gray,2019,58757.86,50835.0,3.0,34.9,Bob
2023-08-08,Toyota,Coupe,Gray,2020,46088.09,41052.0,1.6,35.3,David
2023-08-09,Chevrolet,SUV,White,2016,32046.0,86613.0,2.5,23.2,Eva
2023-08-10,Kia,Hatchback,Gray,2020,26453.68,74242.0,3.5,31.9,Alice
2023-08-11,Audi,SUV,Gray,2020,46407.66,94898.0,4.0,37.9,Charlie
2023-08-12,Kia,Hatchback,Silver,2017,27398.35,94012.0,3.0,22.2,Bob
2023-08-13,Hyundai,Van,Red,2018,49186.8,38233.0,3.5,29.5,Bob
2023-08-14,Ford,Sedan,Blue,2022,57513.02,44699.0,4.0,35.0,Charlie
2023-08-15,Honda,SUV,White,2019,69643.05,25598.0,2.0,32.2,Alice
2023-08-16,Chevrolet,Coupe,Silver,2017,60718.97,66065.0,3.5,22.0,Bob
2023-08-17,Honda,SUV,Green,2015,23911.99,36454.0,2.5,27.9,Charlie
2023-08-18,Toyota,Van,Green,2015,38445.95,78610.0,4.0,30.1,Bob
2023-08-19,Ford,SUV,Black,2022,37278.72,12155.0,2.5,39.9,Eva
2023-08-20,Mercedes,Sedan,Gray,2017,74901.95,11640.0,3.5,23.6,Eva
2023-08-21,Toyota,Van,Gray,2016,72066.92,20446.0,2.0,39.6,Bob
2023-08-22,Honda,Coupe,White,2022,42208.88,8429.0,2.5,27.5,Bob
2023-08-23,Toyota,Coupe,Red,2017,24269.32,62003.0,3.0,24.0,Eva
2023-08-24,Audi,Truck,Red,2017,73646.44,14735.0,4.0,28.3,Bob
2023-08-25,Nissan,Van,White,2018,73291.4,15996.0,3.5,32.3,Alice
2023-08-26,Audi,Truck,White,2022,71284.77,1423.0,2.0,24.3,Alice
2023-08-27,Ford,Truck,Silver,2015,70704.9,78209.0,3.0,25.8,David
2023-08-28,Mercedes,Sedan,Green,2015,48815.24,81230.0,3.5,37.1,Alice
2023-08-29,Audi,SUV,White,2019,30645.9,16202.0,2.0,40.0,Bob
2023-08-30,BMW,Coupe,Green,2020,48649.28,73952.0,3.0,26.4,Bob
2023-08-31,Mercedes,Coupe,Black,2022,49675.87,43355.0,2.5,23.0,Charlie
2023-09-01,Honda,SUV,Green,2017,49395.91,23959.0,3.5,35.9,Alice
2023-09-02,Audi,Coupe,Silver,2022,52326.36,62138.0,3.5,32.0,Eva
2023-09-03,Nissan,SUV,Gray,2017,35459.42,17848.0,2.5,22.0,Eva
2023-09-04,Mercedes,Van,Gray,2016,41974.47,75688.0,1.6,38.9,David
2023-09-05,Toyota,Sedan,Green,2022,46051.2,4762.0,3.0,21.6,Charlie
2023-09-06,Nissan,Sedan,Gray,2021,27867.27,95913.0,2.5,32.5,Eva
2023-09-07,Toyota,Sedan,Gray,2021,47321.85,7188.0,3.5,28.5,David
2023-09-08,Audi,SUV,Blue,2015,68628.18,57945.0,3.0,31.1,Alice
2023-09-09,Chevrolet,SUV,Black,2016,69683.57,90219.0,3.0,24.3,Charlie
2023-09-10,Chevrolet,Hatchback,Silver,2018,44693.83,1190.0,1.6,33.8,Charlie
2023-09-11,Honda,Coupe,Silver,2019,51128.5,49851.0,3.5,39.2,Bob
2023-09-12,Nissan,Coupe,Gray,2016,22019.02,35001.0,2.0,29.2,Alice
2023-09-13,Toyota,Hatchback,Red,2015,60465.95,58033.0,1.6,30.5,Charlie
2023-09-14,Hyundai,Hatchback,Silver,2018,44276.35,22546.0,1.6,24.8,David
2023-09-15,Nissan,Sedan,Black,2017,46728.66,6490.0,2.0,37.8,Eva
2023-09-16,BMW,Hatchback,White,2018,72420.36,62593.0,2.0,39.4,Alice
2023-09-17,Honda,SUV,Black,2020,47710.07,41685.0,1.6,35.7,Alice
